,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
179657,124180.0,-0.42672519200000003,0.650737775,-0.267654832,-0.93217725,1.3393780770000001,-1.75812705,1.479914449,-0.407897723,-0.50136999,-0.7475922140000001,-1.0765568,-0.798550813,-1.453633781,0.9979367140000001,0.161362378,-0.678136374,-0.212356415,-0.282896902,-0.000655284,-0.142992865,0.249344188,0.623498565,-0.35824926799999995,-0.057822675999999996,0.29240596,0.21757687899999997,0.042352115999999995,0.129999114,9.25,0
159097,112207.0,2.0033665000000003,-0.12706924,-1.1869627809999999,0.235536527,0.10751349699999999,-0.6835601379999999,0.145508317,-0.209350696,0.20362345899999998,0.214260198,0.7820795690000001,1.365964327,0.684509914,0.32893411300000003,-0.705365708,0.156808522,-0.6912944590000001,-0.34505378200000003,0.545293713,-0.12048492599999999,-0.23892068600000002,-0.603267694,0.262717376,-0.317278583,-0.271414593,0.193975604,-0.07456572,-0.068453007,21.99,0
279634,169000.0,2.1051641930000002,-0.019802188000000002,-1.699413134,0.005420619000000001,0.583209325,-0.444695919,0.182473475,-0.235817832,0.295932077,0.164623119,0.217101956,1.0403398000000001,0.8933404290000001,0.476825244,0.033952012000000004,0.242539723,-1.166273208,0.672750437,0.43738365,-0.156504634,0.237639706,0.861155333,-0.146601247,-0.979630152,0.399371365,-0.067240144,-0.019778111,-0.077735899,0.68,0
149494,91343.0,-7.079206361000001,-10.51648556,-5.640157264,-0.102773969,-1.540959234,0.167168031,5.4491875389999995,-3.11929354,-0.558967553,0.49993454600000004,-0.596783452,-4.059207723,2.644480632,1.282824529,-1.467256341,-0.008621428,0.412282043,0.342524575,-0.748439091,-1.226854112,0.260591446,0.573226152,0.6935975109999999,0.300149182,-0.6434041429999999,-0.037275268,2.468681342,-0.849538389,2477.43,0
149243,90876.0,2.084209139,0.138856485,-1.373065519,0.41632126799999997,0.454360892,-0.725923885,0.14218697800000002,-0.398085729,1.767798652,-0.39294219,0.292238282,-1.892975686,2.460916016,1.763500183,0.025967195,-0.272600277,0.17374179,0.11039843199999999,-0.451792694,-0.21055407,0.095604337,0.6900435779999999,0.027964553,0.597622561,0.28955962399999996,-0.17294432199999998,-0.044006185,-0.057985253,3.59,0
46909,42985.0,-4.075974685,0.9630312540000001,-5.076070198,4.955963358,-0.161436852,-2.832662998,-7.619765445,1.618895441,-2.992092157,-7.142199113999999,6.278665845,-9.407060948,-1.818873961,-10.73957189,0.22420608399999997,-8.427082796,-13.50215289,-4.712967589,2.630475995,0.058861252,1.0307382520000001,0.165327776,-1.0175023140000001,-0.47798338100000004,-0.304986825,-0.106089275,1.8997143419999998,0.511461707,1.0,1
46907,42984.0,-1.2198866609999999,0.013547896,0.544671717,-1.213324315,-1.358977927,0.718948417,2.7130977169999997,-0.315259345,-0.672822778,-1.078283252,1.3461804309999998,0.8592780240000001,0.22980223600000002,0.063197191,-0.937469097,-0.050767050999999994,-0.23172909100000003,-0.705236434,-0.25443689399999997,-0.014943328999999998,0.053854356,0.271440017,0.078111162,0.144994862,0.073885731,1.321810715,0.021194603,-0.049613052000000005,478.0,0
94560,64942.0,-4.456114286,0.313419257,-0.413008511,-0.611548995,-3.361750021,0.988979497,0.385437789,1.16268304,0.874117212,-0.502767617,0.784340523,1.469815551,-0.14309554300000002,0.07573195099999999,-1.237027361,0.5689295120000001,0.31309849100000003,-0.606172799,-0.375159619,-1.3660321930000001,-0.289126463,-0.168094228,-0.47156623200000003,0.37204457,-0.28048761,0.619539875,-1.7795006869999999,-0.90472906,347.25,0
6971,9064.0,-3.499107537,0.25855516100000003,-4.489558073,4.853894351,-6.974521545,3.628382091,5.431270921,-1.946733711,-0.775680093,-1.987773188,4.690395666000001,-6.998042432,1.454011986,-3.7380233339999998,0.317742063,-2.013542681,-5.136135103,-1.183822117,1.663394014,-3.0426257569999997,-1.0523682559999998,0.20481687399999998,-2.11900744,0.170278608,-0.39384411799999997,0.296367194,1.985913218,-0.9004516379999999,1809.68,1
32675,36913.0,-3.336326316,-4.663772685,1.135951315,-1.221037305,0.8080995459999999,-1.3165809929999999,-0.566258871,0.10054920199999999,-0.507266718,-0.7800745990000001,-0.493555268,0.427187195,1.6495160469999999,-0.049927018,2.531561149,-2.436879595,0.468660896,1.714833974,0.689046997,1.745964581,0.387665879,-0.040863274,1.479916494,-0.444649505,0.558779878,0.30020538,-0.156479868,0.17518634100000002,520.0,0
156091,107258.0,-1.8683081190000002,2.261831319,-0.9322923540000001,-1.532401938,1.682827681,-0.756087063,2.056436675,-1.4894056740000001,2.314879321,2.16337372,2.374921669,-1.8235221019999999,2.007859009,0.864297443,-1.3809257190000002,-1.081158864,-0.37343308799999997,-0.001235768,-0.134324386,0.295828577,0.123217168,0.955803154,-0.22333568899999998,0.6968374509999999,-0.488382489,-0.303957292,-2.17837728,-0.764113239,0.75,0
93712,64555.0,1.196462346,0.599749623,-0.270972221,1.264884086,0.189067505,-0.734473994,0.19999148,-0.089674836,-0.042254687,-0.601534875,0.21430232,-0.12053223699999999,-0.334656813,-0.967695917,1.341992448,0.22493276399999998,0.967811773,0.051834552,-0.939444409,-0.155541865,-0.027610891000000002,0.012470931000000001,-0.08628163800000001,-0.042276192000000004,0.608957182,-0.29691679,0.046521415,0.047233337,1.0,0
261528,160058.0,2.035205225,-0.952950767,-0.964245495,-0.463053455,-0.7080629509999999,-0.454662358,-0.53926276,-0.096318675,-0.179363138,0.807045957,-1.257578158,-0.373232038,-0.390231801,0.140310329,0.303562662,-1.16223654,-0.179444722,0.640841955,-0.506225368,-0.488164471,-0.842283247,-2.119591233,0.5799054810000001,0.47141875200000005,-0.799622362,0.015842942,-0.056974035,-0.028396045,73.9,0
98116,66526.0,-0.7202473970000001,0.51230027,1.202242963,-1.278212782,0.158740733,-0.792694008,0.822756332,-0.159968601,0.406506675,-0.146654087,-0.24311999399999998,-0.394397912,-0.774014766,-0.07497545,0.779886891,0.142796764,-0.432499484,-0.843380725,-1.0927560440000001,0.160979049,-0.130059708,-0.10220761,0.001193363,0.103493685,-0.266682123,0.7751248359999999,0.13603754,-0.047335072,39.99,0
254231,156635.0,2.299221948,-1.3750581640000001,-1.154724099,-1.830889513,-0.7827529790000001,0.088554022,-1.202656076,-0.028883082,-1.478700219,1.7114208180000001,0.2081822,-0.011531441000000002,1.051058223,-0.41869369700000003,-0.8585600640000001,-0.180895633,-0.037607846,0.532060051,0.394129525,-0.340221295,-0.182058928,-0.04430485,0.198277265,0.082455553,-0.146526637,-0.21793476,0.009458705999999999,-0.056068852,17.48,0
69181,53304.0,1.3168786270000001,-0.005366839,-1.535679118,-0.530363108,2.27782129,3.08956994,-0.24707912399999998,0.6902397140000001,-0.23166915,0.037875352,-0.092593809,0.002823035,-0.045666443,0.565864328,0.9850046,0.330275795,-0.7852367090000001,-0.033966495,0.257350474,0.034051052000000005,-0.104622891,-0.44665412600000004,-0.104753155,1.0389582720000001,0.723688619,0.38159793799999997,-0.051937909000000004,0.001118711,15.87,0
123302,76877.0,-1.171732748,0.26894232,0.5052581389999999,0.306230145,0.9533508629999999,-0.268608332,0.070576304,0.28127791,-0.6703481,-0.21056163100000003,0.39006549,0.28287943,0.342635291,-0.078908256,0.632250687,0.6932137140000001,-0.373104207,0.8729945509999999,1.337228247,0.19127834,-0.140021771,-0.608709252,-0.049577557,-0.867317282,-0.61155794,0.09837822800000001,-0.305407792,-0.139514148,17.99,0
90197,62910.0,0.88941681,-0.461441555,-0.499520229,1.018008198,0.58878845,1.2045786170000001,0.18389499399999998,0.184876445,0.10073258800000001,-0.044039006,-0.350562912,0.7513518290000001,0.300264212,0.164238709,-0.664743173,-0.006837048,-0.620491286,0.09661135300000001,0.513572438,0.26192857,-0.050568086,-0.34429758299999996,-0.45191947,-1.67545669,0.802589615,-0.24323439600000002,0.000319978,0.020654145,191.8,0
44223,41851.0,-19.13973286,9.28684736,-20.1349921,7.81867331,-15.65220768,-1.668347707,-21.340478100000002,0.641899701,-8.550110327,-16.64962816,4.818152447,-9.445314782999999,1.317056293,-7.2434609739999996,0.8309102909999999,-9.53325705,-18.75064115,-8.092648772999999,3.326758275,0.427203431,-2.182691946,0.520543072,-0.760556415,0.662766638,-0.9484543059999999,0.121795926,-3.381842929,-1.256523621,139.9,1
182043,125235.0,-2.3644132719999997,2.40481126,-3.243014028,-2.605957011,3.0762050210000003,2.6597487380000002,0.8656851090000001,0.688379152,1.035834268,2.1312791069999997,0.002597961,-0.023870362000000003,-0.42878805,0.33178482600000003,0.38287471799999995,-0.9326250979999999,-0.545537664,-0.642258656,-0.42154257700000003,0.6783828759999999,0.079224549,0.72327206,-0.083843876,0.723998625,-0.043758917,-0.008472021,-0.402387053,-0.12406784400000001,1.54,0
271774,164741.0,-0.216221224,1.012118645,0.09052000800000001,-0.832631844,0.6572305079999999,-0.628708293,0.930632415,-0.072136768,-0.201703429,0.047364533,0.636155221,1.12745086,0.726497733,0.071391128,-1.145316942,0.141403742,-0.82696822,-0.257046798,0.292034206,0.152096336,-0.253455767,-0.479915721,0.014019216999999999,-0.325466088,-0.401176641,0.143073082,0.35869487,0.144053488,4.57,0
51107,44792.0,-1.012628452,0.97827092,1.391057479,-0.49553167200000003,0.780961913,1.4461062630000001,0.404182855,0.519127242,-0.032260379,0.5153797139999999,2.268742406,0.552215132,-0.884042346,0.25450065,1.3800332730000002,-0.95816887,0.47887030700000005,-1.7721764309999999,-1.297162133,0.237409238,-0.182024785,-0.064947918,0.073564259,-1.063682647,-0.48895973600000003,0.166277953,0.386873996,-0.012834568999999999,8.99,0
254609,156816.0,2.060439228,-1.15782259,-0.050233624000000004,-0.7202147320000001,-1.102846786,0.737490654,-1.6198237119999999,0.303380257,0.09200272599999999,0.960266327,0.150248073,0.704927105,1.216487168,-0.496160964,0.404280675,-0.18701484,-1.105124616,2.403250246,-0.792940435,-0.44059909399999997,-0.117943635,0.193392591,0.265300274,0.107437955,-0.6149580570000001,0.596074586,0.016354171,-0.03522025,24.27,0
137678,82278.0,-1.34572775,1.117785885,0.690007844,0.284176069,0.044022498,0.267495129,-0.041797617999999995,0.657839263,-0.506841357,-0.08641348800000001,1.642637324,0.238949575,-1.080086725,0.293616259,1.15665918,-0.17316039600000002,0.727149285,-0.292445133,0.190698902,-0.226436781,-0.042425155,-0.195360581,0.134352894,-0.35258173,-0.9982913729999999,0.042227,-0.796041496,-0.472215221,1.98,0
259229,159022.0,0.165948505,0.916209588,-0.587556152,-0.622286302,0.9918662309999999,-0.582001914,0.8456868359999999,0.023772461,0.203204251,-0.7966605459999999,-1.224524822,-1.014718021,-1.42963798,-0.736052217,-0.0009705930000000001,0.450172512,0.37440741899999996,-0.001991205,-0.151421427,-0.075601368,-0.378354471,-1.001303655,0.070167719,0.123573622,-0.43833721700000006,0.14521252099999998,0.215940383,0.07671620900000001,1.29,0
36572,38596.0,-1.1080368729999999,1.197242247,1.921886675,0.8003101979999999,-0.651703086,0.134925825,0.05316931900000001,0.67481102,-0.487641858,-0.52536535,-0.443430635,-0.14989772199999998,-0.293210666,0.45502350399999997,1.7929751369999998,-0.039930522,0.156404202,-0.040606186,-0.004999315,0.123538997,0.040045344,0.031662078999999996,-0.026748958,0.039484742999999996,0.163983933,-0.328892687,0.22408714,0.09078842,49.35,0
185549,126715.0,-1.6943664459999999,1.2598978840000001,1.375388314,-0.953349927,-1.00659324,0.376874535,-0.715703103,1.314964195,0.24263570399999998,-0.879387778,0.33822204,0.476584144,-0.793760001,0.548089047,0.23777214800000002,0.6977161040000001,-0.358061145,1.021628461,0.43753881299999997,-0.001586021,0.068616962,0.11148365699999999,-0.184457045,0.744927962,0.39876770899999997,0.06659868599999999,0.17861919399999998,0.046196227,27.33,0
30314,35866.0,-2.044488689,3.3683062169999998,-3.937111391,5.623119731,-3.079232039,-1.253474118,-5.778879592999999,1.7074281580000001,-4.467103123,-6.06779815,3.839787711,-8.277840948,1.493914908,-8.416681212,0.792297928,-7.8626588260000005,-14.57083663,-5.185385533,2.414389569,1.112027619,1.483594216,0.8343107129999999,-0.14848562,0.001668855,-0.038995731,0.38952640200000005,1.300236456,0.549940374,7.61,1
230880,146519.0,-1.02681667,-0.518573884,1.8357644130000002,-0.6265366410000001,0.724465406,0.964382447,-0.473825018,0.494136645,-1.0099580479999999,-0.19534890800000002,-0.5971428910000001,0.175362288,0.328646626,-0.155406971,1.026908352,-3.089662474,1.260138967,-0.37959107799999997,-0.466749911,-0.240800598,-0.604566911,-1.243330323,0.13507896,-1.204494527,-0.057376178,-0.342460919,0.137836605,0.08367432,21.0,0
6108,6986.0,-4.397974442,1.3583670280000002,-2.592844218,2.679786967,-1.128130942,-1.7065363880000002,-3.4961972930000003,-0.248777743,-0.24776789899999999,-4.801637406,4.895844223,-10.91281932,0.184371686,-6.771096725,-0.007326183000000001,-7.358083221,-12.59841854,-5.131548628,0.308333946,-0.171607879,0.573574068,0.176967718,-0.43620688399999996,-0.053501865,0.252405262,-0.657487755,-0.827135715,0.84957338,59.0,1
86146,61104.0,1.443066775,-1.2849312290000001,0.619228392,-1.541371295,-1.413796122,0.251688111,-1.4511899119999998,0.107218607,-1.43613078,1.349016103,-1.03607097,-1.105924456,0.6713780079999999,-0.57062113,1.2720700459999998,-0.0460423,0.29961526,0.129099691,-0.488719074,-0.26434396600000004,-0.17055954399999998,-0.130621861,-0.004110245,-0.7853435209999999,0.192132003,-0.157064816,0.071694276,0.026788295,41.8,0
186152,126976.0,2.1425247990000003,-1.067749401,-0.296967512,-0.715132971,-1.3562547459999998,-0.6533912,-1.160372982,-0.069126509,0.35021255,0.712618051,-0.92189325,-0.574946104,-0.051998458,-0.571469879,0.099812253,1.073899704,0.245077865,-1.0935525590000001,0.352827055,-0.058077471,0.411684576,1.327789043,0.093175439,0.035690749,-0.122987105,0.014053692,0.022089429,-0.048354335,11.74,0
211143,138278.0,-5.791455157000001,5.409362037999999,-4.528812823,-1.966527995,-1.00250535,-1.4802517519999998,-0.385869553,2.1905977130000003,1.566806146,3.7487266760000004,0.631916709,1.9588975419999999,0.847077922,1.077831489,-0.803363105,-0.35278286799999997,0.004951555,-0.144447655,-0.394119365,1.464233721,-0.113348042,0.830367758,0.145123755,0.7137656059999999,0.48777353100000004,-0.075768856,-0.312300556,-0.93473135,3.62,0
107067,70270.0,-1.5125157580000002,1.133138588,-1.60105248,2.8134009680000003,-2.664503406,-0.31037109399999996,-1.5208951640000001,0.852995775,-1.496494506,-4.056292616,1.553755868,-2.7435513589999996,1.504540671,-5.4287884989999995,-0.016017123,-3.727187613,-3.9462995889999997,-1.6802864430000002,2.30361261,1.249585563,0.7298277559999999,0.485285915,0.567005413,0.323585692,0.040870854,0.8258135529999999,0.41448227200000004,0.267265082,318.11,1
191544,129308.0,0.054682152000000005,1.8564996040000001,-4.075450735,4.10009797,-0.8009313459999999,-0.292501825,-2.317431394,1.189746995,-0.786237924,-3.906745733,2.993488834,-3.61312503,-1.727297129,-7.36463882,-0.343295935,-2.577634726,-0.515302055,1.109107108,2.351151382,0.509558727,0.618247762,0.800932138,0.130016475,0.28894595300000003,-0.36665802299999994,0.030306656,0.43118244299999997,0.110698252,80.9,1
100608,67566.0,-1.358431465,0.17224908600000002,2.784496825,-1.738792052,-1.297737436,0.635200057,-0.7300886240000001,0.418607986,0.831716825,1.016166232,-0.03358664,-0.617713971,-1.524210614,-1.553321276,-2.4035352359999997,0.907804508,0.250337684,-0.58809672,0.800701488,0.570172268,0.013673511999999999,0.688520318,-0.45158702100000003,0.005718976999999999,0.647612405,-0.119431321,0.484659585,0.073959499,2.2,0
76064,56381.0,-1.48555084,1.3027883359999999,2.55185642,4.604397833999999,0.168978214,0.69158098,-0.018113814,0.388762659,-1.2581679270000001,1.9388306030000002,-0.346528874,-0.28403496300000003,-0.086352444,-0.254558276,0.5760453010000001,-0.667206793,0.855458995,-0.857298714,0.8731590440000001,0.437996144,-0.407391299,-0.631673326,0.28254219399999997,0.34680844299999997,-0.040597978,0.159128615,0.628503677,0.341217314,4.49,0
26270,33978.0,-0.6752753570000001,0.09960975400000001,1.3015693529999999,-0.32346844,-0.48358669200000004,-0.043095448,1.9933090519999999,-0.639565134,-0.187408407,-0.16792602399999998,0.05108901,-0.7224804840000001,-0.9470440590000001,0.067759155,1.612345846,-0.502621925,0.120615228,-1.116854708,0.8432664809999999,0.157418332,-0.520956354,-1.202875953,0.446721779,0.061463742,-0.743873597,0.574146665,-0.32013069899999996,-0.39438092799999996,252.3,0
233258,147501.0,-1.6118773380000002,-0.40840992299999995,-3.8297616760000004,6.249461761,-3.3609216089999996,1.147963582,1.858424853,0.47485831799999995,-3.838398816,-1.4453749569999998,2.113900014,-3.259702465,-0.315347339,-1.8081029730000002,-0.741877295,-2.986920088,-4.815863011,-1.2716545879999999,1.701685024,2.42567743,1.245582186,0.616382702,2.25143888,-0.066096392,0.538710327,0.541325493,-0.136243382,-0.009852256,996.27,1
194977,130848.0,2.015411392,-0.8441659290000001,-2.680121819,-0.509450107,0.208979379,-1.227087632,0.573767496,-0.504975729,-1.2423154790000002,1.187148782,0.09224525199999999,-0.226998005,-0.996684846,1.090445789,-0.9275002520000001,-1.893618435,-0.166600078,1.39615464,-0.229993245,-0.440117586,-0.023290575,0.228337829,-0.254554214,-0.440472276,0.458448852,1.020358678,-0.155417924,-0.088410695,128.2,0
59421,48830.0,1.257912844,0.597509955,-0.578114191,0.992278295,0.510821773,-0.37663834399999996,0.178059634,-0.043906337999999996,-0.287363004,-0.396692146,0.9719375709999999,0.36748799299999996,0.072310234,-0.9151007109999999,0.417791129,0.951295515,0.10563461199999999,1.239339708,0.032622884,-0.064132867,-0.056781596,-0.122683532,-0.23911768600000002,-0.642818199,0.7780600590000001,-0.291456547,0.027178227000000003,0.032373972,1.0,0
234702,148074.0,2.014126559,-0.165680724,-1.8372511630000001,0.526046159,0.39143203200000004,-0.844321325,0.4331882000000001,-0.286151796,0.496725286,0.13143422800000001,-1.0995827459999998,-0.239415774,-1.130105311,0.625505914,-0.248479008,-0.541062425,-0.022113286,-0.704964112,0.098156744,-0.212753876,-0.021287523,-0.00989258,0.08421265300000001,0.697267203,0.18095109199999998,0.35158245299999996,-0.098510603,-0.063821078,41.97,0
25659,33709.0,-0.418401825,0.063778,1.20329823,-1.985435499,-0.616654975,-0.600167838,0.826399295,-0.08145371400000001,0.685341973,-1.643700855,0.063012156,0.590195389,0.40000675399999996,0.089406916,1.847672961,-0.717474444,0.050638163,-0.39126290700000005,0.43913434700000004,0.238927027,0.089581887,0.160793955,0.18223929,0.105437205,-0.054129199,-0.138348828,0.013503328,0.031508515,126.88,0
155201,104782.0,1.7272454830000001,0.129282011,-0.324344662,3.588698617,0.637384881,1.5410181490000001,-0.498381254,0.198327598,0.42934786700000005,1.14896698,0.643858869,-1.8851557330000002,3.0911116610000002,1.2550945709999999,-1.498345036,1.8696775780000001,-1.088318305,1.158193588,-1.425808885,0.043555967,0.09528435099999999,0.310576615,0.005562861,-0.40969216,-0.170540379,-0.04307774599999999,-0.040186066,-0.030431335,108.2,0
10210,15874.0,-1.317433751,0.500729444,2.177423297,-0.22145663399999999,0.73828022,-1.285624549,0.472660236,-0.296601765,1.299261668,-0.569598269,0.362915654,-3.3412397769999997,0.240486707,1.568094255,-0.027442185,0.402542625,0.073629072,-0.037474533,-0.799030008,-0.108270912,-0.486327832,-1.048002638,-0.262663175,0.275008903,0.161060561,-0.040818222,-0.025941697000000003,-0.13298374599999999,7.17,0
13872,24631.0,1.16401455,1.378190005,-1.434272904,1.6765608719999998,1.2366697420000001,-0.966498558,0.56537307,-0.233168535,0.43763284799999996,-1.823072926,3.841478093,-1.732773345,2.303320214,-1.8990672080000002,-0.214161212,0.868559747,3.414927088,1.542697212,-1.115484997,-0.04080159999999999,-0.27086684,-0.39123559700000005,-0.191420015,-0.34319844,0.7621586920000001,-0.323556797,0.031666375,0.079022636,1.79,0
76110,56397.0,-1.9027154569999998,0.34804902200000004,-1.053436345,3.103138902,-3.129022141,1.5860116659999999,4.2777593089999995,-0.8639362629999999,-1.066231332,1.720571574,1.261491807,-0.7816067990000001,-1.420121195,0.586142312,0.53034927,0.201091882,-0.298427954,0.41254618299999996,1.04298187,-1.054962445,-0.39047927,0.746373802,0.323643955,0.601753176,-0.9876319709999999,0.054810742,0.545540541,-0.42302341,805.34,0
48094,43494.0,-1.278137735,0.71624158,-1.143279229,0.21780480100000002,-1.29389047,-1.168951525,-2.564181983,0.204532468,-1.6111546230000002,-1.2502855370000001,3.367361023,-4.583095845,-0.806939684,-5.208305222,0.5258236820000001,-1.8159143130000002,-5.249111468,-2.1966912069999998,2.109052645,0.817203155,0.490182668,0.47042740299999997,-0.126261344,-0.12664445900000001,-0.661907559,-0.34979299700000005,0.45485106799999997,0.137843477,24.9,1
25589,33678.0,1.294396186,0.212364048,-0.17635603600000002,0.313638142,0.17637751699999998,-0.107805821,-0.09576164699999999,0.06305114099999999,-0.022105416,-0.087827178,0.44844635,0.10059896,-0.479564996,0.003552739,0.568527366,1.053495047,-0.632675776,0.6774967890000001,0.53624177,-0.084881297,-0.32189184,-0.998963947,-0.018287076,-0.9132828159999999,0.313400793,0.152700051,-0.033757006,0.006941778000000001,1.98,0
153546,99389.0,-1.221850253,1.644994267,3.0148123389999997,4.20907903,-0.262314831,1.96557797,-0.539144386,0.480637551,0.638663294,2.327834882,1.40953102,-3.4084094960000004,0.623647414,0.998869936,0.21024333899999997,0.652128033,0.295080002,1.7645067859999999,0.85181087,0.6998095040000001,-0.091405985,0.5227653210000001,-0.167181697,0.655829918,0.05961369,0.462863735,0.538467829,0.12173947800000001,14.86,0
252291,155739.0,1.857149839,-0.250206668,-1.733647846,0.571103543,-0.13115523699999998,-1.259094115,0.137462101,-0.212938971,1.206316328,-0.9017808509999999,-0.610955823,-0.380249805,-1.4368885319999998,-1.310096662,0.081624559,0.035599547,1.326472063,0.15941302,0.01352444,-0.11060795400000001,-0.21534004699999998,-0.586390345,0.13689229,-0.172358562,-0.15205186099999998,-0.089579127,-0.025089267000000002,-0.0075859,88.85,0
69227,53327.0,1.185540289,0.446009146,0.308816295,1.18749795,-0.26684454,-1.278507823,0.49712470000000003,-0.321758598,-0.268379945,-0.028017072999999997,0.068256962,0.582436205,0.22491169600000002,0.482487709,0.719658158,-0.11659173199999999,-0.25032860100000004,-0.8245198009999999,-0.225628524,-0.097060536,-0.35107824200000004,-1.0733605659999998,0.16205333800000002,0.654738809,0.36293777899999996,-0.764514903,0.002192107,0.031556504,25.77,0
203482,134838.0,-0.530172045,1.282593761,1.990407616,2.6125823009999998,0.835090089,1.0715862729999999,0.494464247,0.24197675800000001,-1.412154845,0.46262804399999996,-1.690089936,-0.077697903,1.356941424,-0.659120767,-1.039929973,1.192214163,-1.181723581,0.240038077,-1.7005607319999998,-0.027025255,0.291394019,0.876470083,-0.29183284600000003,0.496001395,0.002383515,0.066278981,0.13678476,0.159308429,15.13,0
